Period	chat	PlayerName	GroupPlay	TimeInfoPayoffStructureChatMessage	Dimension1_C	Dimension2_C	Dimension3_C	Dimension4_C	Dimension5_C	Dimension6_C	Dimension7_C	Dimension8_C	Dimension9_C	Dimension10_C	Dimension1_H	Dimension2_H	Dimension3_H	Dimension4_H	Dimension5_H	Dimension6_H	Dimension7_H	Dimension8_H	Dimension9_H	Dimension10_H	lie_c	lie_h	lie	rep_maj_sig_Y
1	haben alle die gleiche Info,  Info kommt getrennt also ja	Weiﬂ  1	4	29	8	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0	.
1	B	Weiﬂ  2	4	26	10	2	1	3	4	1	3	0	4	0	10	2	1	3	4	1	3	0	4	0	0	0	0	.
1	B	Weiﬂ  1	4	20	10	2	1	3	4	1	3	0	4	0	10	2	1	3	4	1	3	0	4	0	0	0	0	.
2	situation y bei 2 von 3 leuten	Weiﬂ  1	1	48	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0	1
2	deshalb wollen wir b nehmen	Weiﬂ  2	1	38	10	2	1	3	4	2	3	0	4	0	10	2	1	3	8	2	3	0	4	0	0	0	0	.
2	daher empfehlung Alternative B, damit beide parteien punkte bekommen	Weiﬂ  1	1	34	3	2	1	3	4	1	2	0	3	0	3	2	1	3	8	2	2	0	4	0	0	0	0	.
2	bingo	Weiﬂ  2	1	29	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0	.
2	also A	Weiﬂ  3	2	50	10	1	1	3	3	1	3	0	4	0	10	1	1	3	3	1	3	0	4	0	0	0	0	.
2	jap	Weiﬂ  2	2	46	10	1	1	3	3	1	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0	.
2	Situation X wird es vermutlich sein, also a nehmen	Weiﬂ  1	2	41	1	4	1	3	9	4	3	0	4	0	1	1	1	3	8	2	3	0	4	0	0	0	0	0
2	f¸r uns alle gut	Weiﬂ  1	2	22	3	4	1	3	9	4	2	0	3	0	3	4	1	3	9	4	3	0	4	0	0	0	0	.
2	und f¸r uns am sichersten	Weiﬂ  2	2	11	3	4	1	3	9	4	2	0	3	0	4	4	1	3	9	4	3	0	4	0	0	0	0	.
2	und die wahrscheinlichkeit ist hoch 	Weiﬂ  3	2	9	7	4	1	3	9	4	2	0	3	0	8	4	1	3	9	4	3	0	4	0	0	0	0	.
2	Wir haben 2 mal Info Y	Weiﬂ  3	3	45	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0	1
2	Daher gehen wir von Y aus und w¸rden B sagen	Weiﬂ  3	3	32	10	2	1	3	4	2	3	0	4	0	10	2	1	3	8	2	3	0	4	0	0	0	0	1
2	da h‰tten alle was von	Weiﬂ  3	3	23	3	2	1	3	4	1	2	0	3	0	3	4	1	3	9	4	3	0	4	0	0	0	0	.
2	es sei denn, es ist doch wieder x und wir gehen alle leer aus	Weiﬂ  2	3	6	8	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	2	0	4	0	0	0	0	.
2	x war angegeben	Weiﬂ  2	4	56	2	4	1	3	9	4	3	0	4	0	2	4	1	3	9	4	3	0	4	0	1	1	1	0
2	Lasst uns A w‰hlen	Weiﬂ  2	4	49	10	1	1	3	3	1	3	0	4	0	10	1	1	3	3	1	3	0	4	0	0	0	0	.
2	ich hatte auch x	Weiﬂ  3	4	48	2	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	1	0	1	0
2	Aber nur 1 Mal.	Weiﬂ  1	4	47	10	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0	0
2	also 2 ma x?	Weiﬂ  3	4	36	10	4	1	3	9	4	3	0	4	0	2	4	1	3	9	4	3	0	4	0	0	1	1	0
2	dann a?	Weiﬂ  3	4	32	10	1	1	3	3	1	3	0	4	0	10	1	1	3	3	1	3	0	4	0	0	0	0	.
2	ja  A	Weiﬂ  2	4	29	10	1	1	3	3	1	3	0	4	0	10	1	1	3	3	1	3	0	4	0	0	0	0	.
2	Kˆnnte man machen.	Weiﬂ  1	4	23	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0	.
2	die Chance ist dann hˆher	Weiﬂ  2	4	15	8	4	1	3	9	4	3	0	4	0	7	4	1	3	9	4	3	0	4	0	0	0	0	.
2	75% das es x ist ^^	Weiﬂ  3	4	14	8	4	1	3	9	4	3	0	4	0	8	4	1	3	9	4	3	0	4	0	0	0	0	0
2	viel gl¸ck	Weiﬂ  3	4	7	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0	.
3	zweimal x, einmal y	Weiﬂ  1	1	57	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0	0
3	Empfehlung Alternative A	Weiﬂ  2	1	51	10	1	1	3	3	1	3	0	4	0	10	1	1	3	3	1	3	0	4	0	0	0	0	.
3	hatten als info alle x	Weiﬂ  1	2	56	2	4	1	3	9	4	3	0	4	0	2	4	1	3	9	4	3	0	4	0	1	1	1	0
3	wir hatten alle X und w¸rden daher a nehmen	Weiﬂ  2	2	55	2	1	1	3	3	1	3	0	4	0	2	1	1	3	8	2	3	0	4	0	1	1	1	0
3	uns wurde allen X gesagt	Weiﬂ  3	2	53	2	4	1	3	9	4	3	0	4	0	2	4	1	3	9	4	3	0	4	0	1	1	1	0
3	a w‰re am besten	Weiﬂ  1	2	53	10	1	1	3	3	1	3	0	4	0	10	1	1	3	3	1	3	0	4	0	0	0	0	.
3	also A 	Weiﬂ  1	3	57	10	1	1	3	3	1	3	0	4	0	10	1	1	3	3	1	3	0	4	0	0	0	0	.
3	ist am sichersten f¸r alle 	Weiﬂ  1	3	52	10	4	1	3	9	4	3	0	4	0	3	4	1	3	9	4	3	0	4	0	0	0	0	.
3	dreimal x vorausgesagt	Weiﬂ  2	3	47	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0	0
3	also nehmen wir A	Weiﬂ  2	3	37	10	1	1	3	3	1	3	0	4	0	10	1	1	3	3	1	3	0	4	0	0	0	0	.
3	es ist mit 75% x	Weiﬂ  1	4	51	10	4	1	3	9	4	3	0	4	0	8	4	1	3	9	4	3	0	4	0	0	0	0	0
3	Sind wieder 2 x X.	Weiﬂ  2	4	50	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0	0
3	ok dann abgemacht	Weiﬂ  3	4	45	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0	.
3	somit schlagen wir A vor	Weiﬂ  1	4	44	10	1	1	3	3	1	3	0	4	0	10	1	1	3	3	1	3	0	4	0	0	0	0	.
3	Genau, daher schalgen wir A vor.	Weiﬂ  2	4	40	10	1	1	3	3	1	3	0	4	0	10	1	1	3	3	1	3	0	4	0	0	0	0	.
3	ok	Weiﬂ  3	4	40	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0	.
3	Alle einer Meinung.	Weiﬂ  2	4	34	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0	.
3	jap	Weiﬂ  3	4	28	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0	.
4	wir haben uns f¸r B entschieden	Weiﬂ  3	1	50	1	2	1	3	4	2	3	0	4	0	10	2	1	3	4	1	3	0	4	0	0	0	0	.
4	dreimal y.  also B	Weiﬂ  2	1	44	1	2	1	3	4	2	3	0	4	0	1	2	1	3	8	2	3	0	4	0	0	0	0	1
4	Genau, ziemlich sicher B.	Weiﬂ  1	1	30	1	2	1	3	4	2	3	0	4	0	10	2	1	1	4	1	3	0	4	0	0	0	0	.
4	Hallo	Weiﬂ  2	2	57				3				1			10	4	1	3	9	4	3	0	4	0	0	0	0	.
4	zu 75% ist es x	Weiﬂ  2	2	50	10	1	1	3	3	1	3	0	4	0	8	4	1	3	9	4	3	0	4	0	0	0	0	0
4	uns wurde X gesagt, also A dr¸cken	Weiﬂ  1	2	49	1	1	1	3	3	1	3	0	4	0	10	1	1	3	8	2	3	0	4	0	0	0	0	0
4	2 von 3 situation x deshalb empfehlung alternative A	Weiﬂ  3	2	48	1	1	1	3	3	1	3	0	4	0	1	1	1	3	8	2	3	0	4	0	0	0	0	0
4	A 	Weiﬂ  1	3	55	10	1	1	3	3	1	3	0	4	0	10	1	1	3	3	1	3	0	4	0	0	0	0	.
4	hallo , hatten dreimal x	Weiﬂ  2	3	52	2	4	1	3	9	4	3	0	4	0	2	4	1	3	9	4	3	0	4	0	1	1	1	0
4	also A	Weiﬂ  2	3	46	10	1	1	3	3	1	3	0	4	0	10	1	1	3	3	1	3	0	4	0	0	0	0	.
4	jop. win win f¸r alle	Weiﬂ  3	3	37	3	4	1	3	9	4	2	0	3	0	3	4	1	3	9	4	3	0	4	0	0	0	0	.
4	ist f¸r alle beteiligten am besten 	Weiﬂ  1	3	35	3	4	1	3	9	4	2	0	3	0	3	4	1	3	9	4	3	0	4	0	0	0	0	.
4	dreimal x	Weiﬂ  3	4	58	2	4	1	3	9	4	3	0	4	0	2	4	1	3	9	4	3	0	4	0	1	1	1	0
4	also a	Weiﬂ  1	4	52	10	1	1	3	3	1	3	0	4	0	10	1	1	3	3	1	3	0	4	0	0	0	0	.
4	genau	Weiﬂ  2	4	46	10	1	1	3	3	1	3	0	4	0	10	4	1	1	9	4	3	0	4	0	0	0	0	.
5	hatten dreimal x	Weiﬂ  3	1	51	2	4	1	3	9	4	3	0	4	0	2	4	1	3	9	4	3	0	4	0	1	1	1	0
5	wir haben uns f¸r A entschieden , da es die sicherste variante ist	Weiﬂ  2	1	42	10	1	1	3	3	1	3	0	4	0	10	1	1	3	3	1	3	0	4	0	0	0	0	.
5	a scheint f¸r alle das beste	Weiﬂ  3	1	39	10	1	1	3	3	1	3	0	4	0	3	1	1	3	3	1	3	0	4	0	0	0	0	.
5	eben	Weiﬂ  2	1	33	10	1	1	3	3	1	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0	.
5	na ja zumindestens f¸r die weiﬂen	Weiﬂ  2	1	16	4	1	1	3	3	1	3	0	4	0	8	4	1	3	9	4	3	0	4	0	0	0	0	.
5	mit 75% ist es Y	Weiﬂ  3	2	48	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0	1
5	Ich schlage B vor	Weiﬂ  3	2	37	3	2	1	3	4	1	2	0	3	0	10	2	1	3	4	1	3	0	4	0	0	0	0	.
5	B, damit alle was haben	Weiﬂ  1	2	26	3	2	1	3	4	1	2	0	3	0	3	2	1	3	4	1	2	0	4	0	0	0	0	.
5	ich auch, dann bekommen beide war 	Weiﬂ  2	2	24	3	2	1	3	4	1	2	0	3	0	3	4	1	3	9	4	3	0	4	0	0	0	0	.
5	was*	Weiﬂ  2	2	23	3	2	1	3	4	1	2	0	3	0	10	4	1	3	9	4	3	0	4	0	0	0	0	.
5	sit x	Weiﬂ  2	3	59	2	4	1	3	9	4	3	0	4	0	2	4	1	3	9	4	3	0	4	0	1	1	1	0
5	sit. x	Weiﬂ  3	3	56	2	4	1	3	9	4	3	0	4	0	2	4	1	3	9	4	3	0	4	0	1	1	1	0
5	a ist am besten	Weiﬂ  2	3	48	10	1	1	3	3	1	3	0	4	0	10	1	1	3	3	1	3	0	4	0	0	0	0	.
5	w¸rde a nehmen	Weiﬂ  1	4	58	10	1	1	3	3	1	3	0	4	0	10	1	1	3	3	1	3	0	4	0	0	0	0	.
5	zweimal y, weilmal x	Weiﬂ  3	4	48	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0	.
5	einmal x	Weiﬂ  3	4	45	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0	.
5	Denke auch a.	Weiﬂ  2	4	26	10	1	1	3	3	1	3	0	4	0	10	1	1	3	3	1	3	0	4	0	0	0	0	.
5	"ne andersrum  ;    zweimal x einmal y, daher A! "	Weiﬂ  1	4	5	2	4	1	3	9	4	3	0	4	0	2	1	1	3	8	2	3	0	4	0	1	1	1	0
6	Empfehlung B	Weiﬂ  3	1	55	10	2	1	3	4	1	3	0	4	0	10	2	1	3	4	1	3	0	4	0	0	0	0	.
6	2 von 3 situation y 	Weiﬂ  1	1	50	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0	1
6	hoffentlich klappt das	Weiﬂ  2	1	43	9	4	1	3	9	4	3	0	4	0	9	4	1	3	9	4	3	0	4	0	0	0	0	.
6	:/	Weiﬂ  2	1	33	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0	.
6	wird schon, hat bei mir letzte runde auch geklappt	Weiﬂ  1	1	26	9	4	1	3	9	4	3	0	4	0	9	4	1	3	9	4	3	0	4	0	0	0	0	.
6	"bestimmt ;)"	Weiﬂ  3	1	21	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0	.
6	okay	Weiﬂ  2	1	21	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0	.
6	haben alle x	Weiﬂ  3	2	58	2	4	1	3	9	4	3	0	4	0	2	4	1	3	9	4	3	0	4	0	1	1	1	0
6	deshalb nehmen wir A	Weiﬂ  2	2	46	10	1	1	3	3	1	3	0	4	0	10	1	1	3	3	1	3	0	4	0	0	0	0	.
6	w¸rden also wiedre A nehmen	Weiﬂ  1	2	39	10	1	1	3	3	1	3	0	4	0	10	1	1	3	3	1	3	0	4	0	0	0	0	.
6	Hoffen das ist Ok f¸r euch	Weiﬂ  1	2	13	10	4	1	3	9	4	3	0	4	0	10	4	3	3	9	4	3	0	4	0	0	0	0	.
6	wir haben dreimal x	Weiﬂ  2	3	59	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0	0
6	dreimla x	Weiﬂ  1	3	58	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0	0
6	Es ist mit ziemlicher Sicherheit X also A.	Weiﬂ  3	3	51	10	1	1	3	3	1	3	0	4	0	1	1	1	3	8	2	3	0	4	0	0	0	0	0
6	nehmen wir also a	Weiﬂ  2	3	48	10	1	1	3	3	1	3	0	4	0	10	1	1	3	3	1	3	0	4	0	0	0	0	.
6		Weiﬂ  3	4	60				3				1										1			0	0	0	.
6	2 von drei haben x	Weiﬂ  2	4	52	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0	0
6	A  ist am besten f¸r alle beteiligten 	Weiﬂ  1	4	47	3	1	1	3	3	1	2	0	3	0	3	1	1	3	3	1	3	0	4	0	0	0	0	.
6	A bedeutet f¸r alle 20	Weiﬂ  3	4	28	3	1	1	3	3	1	2	0	3	0	10	1	1	3	3	1	2	0	4	0	0	0	0	.
6	";)"	Weiﬂ  3	4	26	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0	.
6	75,4% f¸r x	Weiﬂ  2	4	7	8	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0	0
7		Weiﬂ  1	1	60				3				1										1			0	0	0	.
7	2 mal x	Weiﬂ  2	1	58	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0	0
7	x haben wir	Weiﬂ  1	1	55	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0	0
7	also zu 75,4% x	Weiﬂ  2	1	52	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0	0
7	schlage also a vor	Weiﬂ  2	1	42	10	1	1	3	3	1	3	0	4	0	10	1	1	3	3	1	3	0	4	0	0	0	0	.
7	werden a w‰hlen, damit wir alle 20 kriegen	Weiﬂ  3	1	35	3	1	1	3	3	1	2	0	3	0	10	1	1	3	3	1	2	0	4	0	0	0	0	.
7	weiﬂ 1	Weiﬂ  3	2	57	10	4	4	3	9	4	3	0	4	0	10	4	4	3	9	4	3	0	4	0	0	0	0	.
7	was sagst du 	Weiﬂ  3	2	53	10	4	1	3	9	4	3	0	4	0	10	4	4	3	9	4	3	0	4	0	0	0	0	.
7	Bin f¸r B	Weiﬂ  1	2	31	10	2	1	3	4	1	3	0	4	0	10	2	1	3	4	1	3	0	4	0	0	0	0	.
7	oke	Weiﬂ  3	2	28	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0	.
7	okay ich auch 	Weiﬂ  2	2	28	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0	.
7	hals und beinbruch	Weiﬂ  3	2	18	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0	.
7	ist f¸r blau und weiﬂ am besten 	Weiﬂ  2	2	14	3	2	1	3	4	1	2	0	3	0	3	4	1	3	9	4	3	0	4	0	0	0	0	.
7	sonst haben die blauen ja nix davon	Weiﬂ  1	2	8	3	2	1	3	4	1	2	0	3	0	10	4	1	3	9	4	3	0	3	0	0	0	0	.
7	na jaaa	Weiﬂ  3	2	8	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0	.
7	wir sind f¸r a	Weiﬂ  1	3	54	10	1	1	3	3	1	3	0	4	0	10	1	1	3	3	1	3	0	4	0	0	0	0	.
7	es war zweimal y	Weiﬂ  2	3	47	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0	1
7	hatten 2 *y und einmal x	Weiﬂ  1	3	39	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0	1
7	nehmen a	Weiﬂ  1	4	55	10	1	1	3	3	1	3	0	4	0	10	1	1	3	3	1	3	0	4	0	0	0	0	.
7	X ist wahrscheinlich, also A	Weiﬂ  3	4	50	10	1	1	3	3	1	3	0	4	0	1	1	1	3	8	2	3	0	4	0	0	0	0	0
7	jop	Weiﬂ  2	4	47	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0	.
7	eben hatten wir Pech	Weiﬂ  3	4	25	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0	.
8	haben dreimal y	Weiﬂ  2	1	53	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0	1
8	also w‰ren wir f¸r b	Weiﬂ  2	1	46	10	2	1	3	4	1	3	0	4	0	10	2	1	3	4	1	3	0	4	0	0	0	0	.
8	da h‰tten dann alle was von	Weiﬂ  1	1	33	3	2	1	3	4	1	2	0	3	0	3	4	1	3	9	4	3	0	4	0	0	0	0	.
8	und die wahrsch. ist schon ziemlich hoch	Weiﬂ  2	1	17	3	2	1	3	4	1	2	0	3	0	7	4	1	3	9	4	3	0	4	0	0	0	0	.
8	2 mal y	Weiﬂ  2	2	58	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0	1
8	f¸r was entscheiden wir uns	Weiﬂ  3	2	51	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0	.
8	daher schlage ich b vor	Weiﬂ  2	2	51	10	2	1	3	4	1	3	0	4	0	10	2	1	3	4	1	3	0	4	0	0	0	0	.
8	was wenn es x ist	Weiﬂ  3	2	44	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0	.
8	dann nehmen wir b	Weiﬂ  1	2	44	10	2	1	3	4	1	3	0	4	0	10	2	1	3	4	1	3	0	4	0	0	0	0	.
8	risiko	Weiﬂ  1	2	40	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0	.
8	null punkte	Weiﬂ  3	2	33	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0	.
8	ich w¸rde mich immer an die zahlen halten	Weiﬂ  2	2	30	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0	.
8	also b alle?	Weiﬂ  3	2	25	10	2	1	3	4	1	3	0	4	0	10	2	1	3	4	1	3	0	4	0	0	0	0	.
8	ja	Weiﬂ  2	2	17	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0	.
8	ja	Weiﬂ  1	2	12	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0	.
8	ok	Weiﬂ  3	2	10	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0	.
8	Info war X --> A	Weiﬂ  3	3	51	2	4	1	3	9	4	3	0	4	0	1	1	1	3	8	2	3	0	4	0	1	0	0	0
8	empfehlung A	Weiﬂ  1	3	51	10	1	1	3	3	1	3	0	4	0	10	1	1	3	3	1	3	0	4	0	0	0	0	.
8	wenn es Y w‰re, h‰tten wir B vorgeschlagen	Weiﬂ  3	3	28	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0	.
8	wir nehmen a	Weiﬂ  2	3	23	10	1	1	3	3	1	3	0	4	0	10	1	1	3	3	1	3	0	4	0	0	0	0	.
8	jo	Weiﬂ  3	3	8	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0	.
8	dreimal x	Weiﬂ  3	4	58	2	4	1	3	9	4	3	0	4	0	2	4	1	3	9	4	3	0	4	0	1	1	1	0
8	wir haben alle drei x	Weiﬂ  2	4	56	2	4	1	3	9	4	3	0	4	0	2	4	1	3	9	4	3	0	4	0	1	1	1	0
8	also a wˆhlen	Weiﬂ  3	4	54	10	1	1	3	3	1	3	0	4	0	10	1	1	3	3	1	3	0	4	0	0	0	0	.
8	also A	Weiﬂ  2	4	54	10	1	1	3	3	1	3	0	4	0	10	1	1	3	3	1	3	0	4	0	0	0	0	.
8	w‰hlen	Weiﬂ  3	4	52	10	1	1	3	3	1	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0	.
8	ist f¸r beide Seiten am besten 	Weiﬂ  2	4	45	3	1	1	3	3	1	2	0	3	0	3	4	1	3	9	4	3	0	4	0	0	0	0	.
8	genau A	Weiﬂ  2	4	42	10	1	1	3	3	1	3	0	4	0	10	1	1	3	3	1	3	0	4	0	0	0	0	.
9	dreimal Y 	Weiﬂ  3	1	54	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0	1
9	dreimal y, also B	Weiﬂ  2	1	54	10	2	1	3	4	2	3	0	4	0	1	2	1	3	4	1	3	0	4	0	0	0	0	1
9	wir entscheiden uns f¸r B	Weiﬂ  1	1	54	10	2	1	3	4	1	3	0	4	0	10	2	1	3	4	1	3	0	4	0	0	0	0	.
9	alle haben was davon 	Weiﬂ  1	1	44	3	2	1	3	4	1	2	0	3	0	3	4	1	3	9	4	3	0	4	0	0	0	0	.
9	falls es Y ist	Weiﬂ  1	1	38	8	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0	.
9	da haben dann alle was von	Weiﬂ  2	1	37	3	4	1	3	9	4	2	0	3	0	3	4	1	3	9	4	3	0	4	0	0	0	0	.
9	dann springt f¸r alle was bei raus 	Weiﬂ  3	1	36	3	4	1	3	9	4	2	0	3	0	3	4	1	3	9	4	3	0	4	0	0	0	0	.
9	falls x a-karte	Weiﬂ  1	1	24	8	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0	.
9	f¸r alle	Weiﬂ  1	1	15	8	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0	.
9	ist euch mal aufgefallen, dass es keine Situation gibt, wo wir 20 kriegen und blau geht leer aus? und wir liefern immer die Infos	Weiﬂ  2	1	5	8	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0	.
9	zweimal x und einmal y	Weiﬂ  1	2	57	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0	0
9	w¸rden a nehmen	Weiﬂ  1	2	54	10	1	1	3	3	1	3	0	4	0	10	1	1	3	3	1	3	0	4	0	0	0	0	.
9	haben 2 mal x und einmal y	Weiﬂ  2	2	54	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0	0
