Period	whites_chat	PlayerName	GroupPlay	TimeInfoPayoffStructureChatMessage	Dimension1_C	Dimension2_C	Dimension3_C	Dimension4_C	Dimension5_C	Dimension6_C	Dimension7_C	Dimension8_C	Dimension9_C	Dimension10_C	Dimension1_H	Dimension2_H	Dimension3_H	Dimension4_H	Dimension5_H	Dimension6_H	Dimension7_H	Dimension8_H	Dimension9_H	Dimension10_H	lie_c	lie_h	lie
2	Bin f¸r alternative a	Weiﬂ  3	1	36	10	1	1	3	3	1	3	0	4	0	10	1	1	3	3	1	3	0	4	0	0	0	0
2	also A?	Weiﬂ  2	1	34	10	1	1	3	3	1	3	0	4	0	10	1	1	3	3	1	3	0	4	0	0	0	0
2	ja	Weiﬂ  1	1	31	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
2	bringt in jedem fall was 	Weiﬂ  3	1	30	3	4	1	3	9	4	2	0	3	0	4	4	1	3	9	4	3	0	4	0	0	0	0
2	jut	Weiﬂ  2	1	28	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
2	m¸ssen wir nur noch die blauen ¸berzeugen :)	Weiﬂ  3	1	13	10	4	1	3	9	4	3	0	3	0	10	4	1	3	9	4	3	0	3	0	0	0	0
2	situation x	Weiﬂ  2	2	46	2	4	1	3	9	4	3	0	4	0	2	4	1	3	9	4	3	0	4	0	1	1	1
2	was habt ihr beide?	Weiﬂ  2	2	21	10	4	1	3	9	4	3	0	4	0	10	4	2	3	9	4	3	0	4	0	0	0	0
2	es war schon y	Weiﬂ  1	2	21	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
2	also ich habe A	Weiﬂ  1	2	11	10	1	1	3	3	1	3	0	4	0	10	1	1	3	3	1	3	0	4	0	0	0	0
2	ne B	Weiﬂ  1	2	8	10	2	1	3	4	1	3	0	4	0	10	2	1	3	4	1	3	0	4	0	0	0	0
2	alternative B	Weiﬂ  3	2	6	10	2	1	3	4	1	3	0	4	0	10	2	1	3	4	1	3	0	4	0	0	0	0
2	situation x alternative a	Weiﬂ  2	2	3	10	1	1	3	3	1	3	0	4	0	10	1	1	3	8	2	3	0	4	0	0	0	0
2	Hallo :)	Weiﬂ  2	3	54	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
2	mIR WURDE GESAGT ES IST y:::UND EUCHﬂ	Weiﬂ  3	3	52	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
2	ich habe y	Weiﬂ  1	3	49	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
2	Mir wurde x angezeigt	Weiﬂ  2	3	47	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
2	hm ok, dann Alternative B?	Weiﬂ  2	3	34	10	2	1	3	4	1	3	0	4	0	10	2	1	3	4	1	3	0	4	0	0	0	0
2	Was wollen wir nehmen?	Weiﬂ  3	3	33	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
2	dann B?	Weiﬂ  1	3	30	10	2	1	3	4	1	3	0	4	0	10	2	1	3	4	1	3	0	4	0	0	0	0
2	w¸rde ich auch denken	Weiﬂ  3	3	22	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
2	gut :)	Weiﬂ  2	3	15	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
2	ok	Weiﬂ  1	3	13	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
2	:)	Weiﬂ  3	3	11	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
2	situation Y	Weiﬂ  2	4	52	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
2	Y 	Weiﬂ  3	4	46	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
2	situation y	Weiﬂ  1	4	36	2	4	1	3	9	4	3	0	4	0	2	4	1	3	9	4	3	0	4	0	1	1	1
2	A ?	Weiﬂ  1	4	27	10	1	1	3	3	1	3	0	4	0	10	1	1	3	3	1	3	0	4	0	0	0	0
2	wir sagen X zu blauen dann werden sie A 	Weiﬂ  2	4	19	10	1	1	3	3	1	3	0	4	0	10	1	1	3	3	4	3	0	1	1	0	0	0
2	ja 	Weiﬂ  3	4	15	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
2	w‰hlen	Weiﬂ  2	4	9	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
3	mir wurde y angezeigt	Weiﬂ  1	1	56	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
3	situation y	Weiﬂ  2	1	54	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
3	hey, mir wurde Situation Y angezeigt	Weiﬂ  3	1	53	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
3	ja bei mir auch	Weiﬂ  2	1	50	10	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
3	okay, also b ?	Weiﬂ  1	1	48	10	2	1	3	4	2	3	0	4	0	10	2	1	3	4	1	3	0	4	0	0	0	0
3	okay, dann w‰hlen wir B?	Weiﬂ  3	1	46	10	2	1	3	4	2	3	0	4	0	10	2	1	3	4	1	3	0	4	0	0	0	0
3	ja! hoffe die blauen machen mit	Weiﬂ  2	1	35	10	4	1	3	9	4	3	0	1	0	9	4	1	3	9	4	3	0	1	0	0	0	0
3	und w‰hlen nicht c :)	Weiﬂ  2	1	23	10	4	1	3	9	4	3	0	2	0	10	4	1	3	9	4	3	0	2	0	0	0	0
3	"Ja falls es doch x sein sollte sind wir alle am arsch ;)"	Weiﬂ  1	1	22	8	4	1	3	9	4	3	0	3	0	10	4	1	2	9	4	3	0	4	0	0	0	0
3	Bestimmt, was anderes bringt denen ja auch nichts, oder?	Weiﬂ  3	1	22	10	4	1	3	9	4	3	0	1	0	10	4	1	3	9	4	3	0	3	0	0	0	0
3	doch c	Weiﬂ  1	1	15	10	4	1	3	9	4	3	0	2	0	10	4	1	3	9	4	3	0	2	0	0	0	0
3	wir kˆnnen nicht alle falsch haben	Weiﬂ  2	1	7	10	4	1	3	9	4	3	0	3	0	9	4	1	3	9	4	3	0	4	0	0	0	0
3	aber die sollen mal mitmachen solidarit‰t	Weiﬂ  1	1	6	10	4	1	3	9	4	3	0	1	0	3	4	1	3	9	4	3	0	1	0	0	0	0
3	situation y :)	Weiﬂ  2	1	3	10	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
3	oh, da hab ich noch nicht so dr¸ber nachgedacht :D	Weiﬂ  3	1	2	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
3	udn b	Weiﬂ  2	1	2	10	2	1	3	4	2	3	0	4	0	10	2	1	3	4	1	3	0	4	0	0	0	0
3	alternative a	Weiﬂ  3	2	52	10	1	1	3	3	1	3	0	4	0	10	1	1	3	3	1	3	0	4	0	0	0	0
3	a	Weiﬂ  1	2	48	10	1	1	3	3	1	3	0	4	0	10	1	1	3	3	1	3	0	4	0	0	0	0
3	a	Weiﬂ  2	2	41	10	1	1	3	3	1	3	0	4	0	10	1	1	3	3	1	3	0	4	0	0	0	0
3	x	Weiﬂ  3	3	58	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
3	Was wurde euch gesagt?	Weiﬂ  1	3	56	10	4	1	3	9	4	3	0	4	0	10	4	2	3	9	4	3	0	4	0	0	0	0
3	x	Weiﬂ  2	3	54	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
3	bei mir auch x	Weiﬂ  1	3	51	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
3	A	Weiﬂ  2	3	47	10	1	1	3	3	1	3	0	4	0	10	1	1	3	3	1	3	0	4	0	0	0	0
3	A	Weiﬂ  3	3	43	10	1	1	3	3	1	3	0	4	0	10	1	1	3	3	1	3	0	4	0	0	0	0
3	Dann Situation A	Weiﬂ  1	3	43	10	1	1	3	3	1	3	0	4	0	10	1	1	3	3	1	3	0	4	0	0	0	0
3	ich habe x	Weiﬂ  1	4	56	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
3	auch x	Weiﬂ  2	4	50	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
3	auch	Weiﬂ  3	4	45	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
3	dann A	Weiﬂ  1	4	39	10	1	1	3	3	1	3	0	4	0	10	1	1	3	3	1	3	0	4	0	0	0	0
3	ja	Weiﬂ  2	4	35	10	1	1	3	3	1	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
3	genau	Weiﬂ  3	4	34	10	1	1	3	3	1	3	0	4	0	10	4	1	1	9	4	3	0	4	0	0	0	0
4	x	Weiﬂ  2	1	59	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
4	mir wurde x angezeigt	Weiﬂ  3	1	54	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
4	x	Weiﬂ  1	1	45	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
4	sehr gut, also nehmen wir a ? :)	Weiﬂ  3	1	41	10	1	1	3	3	1	3	0	4	0	10	1	1	3	3	1	3	0	4	0	0	0	0
4	ja	Weiﬂ  1	1	36	10	1	1	3	3	1	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
4	";)"	Weiﬂ  2	1	35	10	1	1	3	3	1	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
4	auf die blauen ¸berzeugen	Weiﬂ  3	1	21	10	1	1	3	3	1	3	0	3	0	10	4	1	3	9	4	3	0	3	0	0	0	0
4	a	Weiﬂ  2	2	57	10	1	1	3	3	1	3	0	4	0	10	1	1	3	3	1	3	0	4	0	0	0	0
4	hallˆchen, Situation y bei mir 	Weiﬂ  3	2	54	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
4	bei mir ist x	Weiﬂ  2	2	44	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
4	bei mir situation x	Weiﬂ  1	2	42	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
4	a	Weiﬂ  2	2	31	10	1	1	3	3	1	3	0	4	0	10	1	1	3	3	1	3	0	4	0	0	0	0
4	a	Weiﬂ  1	2	27	10	1	1	3	3	1	3	0	4	0	10	1	1	3	3	1	3	0	4	0	0	0	0
4	okay, dann a, das bringt uns in beiden F‰llen etwas, f¸r die blauen leider nur bei x	Weiﬂ  3	2	25	10	1	1	3	3	1	3	0	3	0	4	1	1	3	3	1	1	0	3	0	0	0	0
4	y	Weiﬂ  3	3	58	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
4	ich habe x	Weiﬂ  2	3	58	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
4	x	Weiﬂ  1	3	47	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
4	dann a	Weiﬂ  2	3	33	10	1	1	3	3	1	3	0	4	0	10	1	1	3	3	1	3	0	4	0	0	0	0
4	as usual	Weiﬂ  3	3	27	10	1	1	3	3	1	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
4	a	Weiﬂ  3	3	27	10	1	1	3	3	1	3	0	4	0	10	1	1	3	3	1	3	0	4	0	0	0	0
4	ja a	Weiﬂ  1	3	25	10	1	1	3	3	1	3	0	4	0	10	1	1	3	3	1	3	0	4	0	0	0	0
4	aha	Weiﬂ  2	3	15	10	1	1	3	3	1	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
4	a	Weiﬂ  3	3	3	10	1	1	3	3	1	3	0	4	0	10	1	1	3	3	1	3	0	4	0	0	0	0
4	X	Weiﬂ  1	4	59	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
4	situation y	Weiﬂ  3	4	55	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
4	Hey :) Mir wurde x gesagt	Weiﬂ  2	4	55	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
4	oh!	Weiﬂ  3	4	51	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
4	Also A?	Weiﬂ  2	4	49	10	1	1	3	3	1	3	0	4	0	10	1	1	3	3	1	3	0	4	0	0	0	0
4	dann 2x 1 y	Weiﬂ  3	4	46	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
4	genau	Weiﬂ  2	4	35	10	4	1	3	9	4	3	0	4	0	10	4	1	1	9	4	3	0	4	0	0	0	0
4	x und a ja :) dann glaube ich euch	Weiﬂ  3	4	34	10	1	1	3	3	1	3	0	4	0	10	1	1	3	8	2	3	0	4	0	0	0	0
4	:)	Weiﬂ  2	4	26	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
5	x	Weiﬂ  3	1	59	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
5	y	Weiﬂ  1	1	58	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
5	x	Weiﬂ  2	1	57	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
5	2 x 	Weiﬂ  3	1	54	1	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
5	dann x	Weiﬂ  3	1	52	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
5	:)	Weiﬂ  3	1	51	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
5	lass uns A w‰hlen	Weiﬂ  2	1	46	10	1	1	3	3	1	3	0	4	0	10	1	1	3	3	1	3	0	4	0	0	0	0
5	dann a	Weiﬂ  1	1	45	10	1	1	3	3	1	3	0	4	0	10	1	1	3	3	1	3	0	4	0	0	0	0
5	ja A	Weiﬂ  3	1	43	10	1	1	3	3	1	3	0	4	0	10	1	1	3	3	1	3	0	4	0	0	0	0
5	"Das heiﬂt ¸brigens nichts, nur f¸r die n‰chsten Runden ;) "	Weiﬂ  2	1	37	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
5	??	Weiﬂ  3	1	25	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
5	uns wurde schon 3 mal y angezeigt und dann war es doch x...	Weiﬂ  2	1	24	8	1	1	3	3	1	3	0	4	0	8	4	1	3	9	4	3	0	4	0	0	0	0
5	wir sind nicht immer die glecihe gruppe	Weiﬂ  1	1	11	8	4	1	3	9	4	3	0	4	0	8	4	1	3	9	4	3	0	4	0	0	0	0
5	ja eben	Weiﬂ  2	1	7	8	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
5	?! :D	Weiﬂ  3	1	2	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
5	y	Weiﬂ  3	2	60	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
5	y	Weiﬂ  1	2	58	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
5	Y	Weiﬂ  2	2	55	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
5	dann b	Weiﬂ  3	2	48	10	2	1	3	4	2	3	0	4	0	10	2	1	3	4	1	3	0	4	0	0	0	0
5	b	Weiﬂ  1	2	44	10	2	1	3	4	2	3	0	4	0	10	2	1	3	4	1	3	0	4	0	0	0	0
5	jo	Weiﬂ  2	2	43	10	2	1	3	4	2	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
5	ok	Weiﬂ  3	2	38	10	2	1	3	4	2	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
5	Den anderen was sagen?	Weiﬂ  2	2	26	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	3	0	0	0	0
5	ja, im n‰chsten fenster	Weiﬂ  3	2	8	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
5	y	Weiﬂ  3	3	59	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
5	y	Weiﬂ  1	3	56	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
5	auch	Weiﬂ  2	3	55	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
5	alt. b	Weiﬂ  3	3	45	10	2	1	3	4	2	3	0	4	0	10	2	1	3	4	1	3	0	4	0	0	0	0
5	okay also ¸berreden wir die anderen zu b ? :)	Weiﬂ  1	3	44	10	2	1	3	4	2	3	0	4	0	10	2	1	1	4	1	3	0	3	0	0	0	0
5	ja	Weiﬂ  3	3	32	10	2	1	3	4	2	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
5	ok	Weiﬂ  2	3	12	10	2	1	3	4	2	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
5	"warum auch immer die das frewillig machen werden ;)"	Weiﬂ  1	3	8	10	2	1	3	4	2	3	0	1	0	10	4	1	3	9	4	3	0	4	0	0	0	0
5	Ich hab x	Weiﬂ  3	4	56	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
5	a	Weiﬂ  1	4	56	10	1	1	3	3	1	3	0	4	0	10	1	1	3	3	1	3	0	4	0	0	0	0
5	ich auch	Weiﬂ  1	4	51	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
5	ja auch	Weiﬂ  2	4	43	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
5	Wir m¸ssen immer A w‰hlen	Weiﬂ  3	4	17	10	1	1	3	3	1	3	0	4	0	10	1	2	3	3	1	3	0	4	0	0	0	0
6	Y	Weiﬂ  2	1	55	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
6	x alt a	Weiﬂ  1	1	55	1	4	1	3	9	4	3	0	4	0	1	1	1	3	8	2	3	0	4	0	0	0	0
6	Hallo, mir wurde X angezeigt	Weiﬂ  3	1	50	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
6	ja, genau, Alternative A	Weiﬂ  3	1	46	10	1	1	3	3	1	3	0	4	0	10	1	1	3	3	1	3	0	4	0	0	0	0
6	ahhhh	Weiﬂ  2	1	43	10	1	1	3	3	1	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
6	:D	Weiﬂ  3	1	40	10	1	1	3	3	1	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
6	ok A	Weiﬂ  2	1	31	10	1	1	3	3	1	3	0	4	0	10	1	1	3	3	1	3	0	4	0	0	0	0
6	y	Weiﬂ  2	2	60	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
6	Y	Weiﬂ  1	2	59	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
6	y	Weiﬂ  3	2	59	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
6	dann B	Weiﬂ  1	2	54	10	2	1	3	4	2	3	0	4	0	10	2	1	3	4	1	3	0	4	0	0	0	0
6	ja	Weiﬂ  2	2	50	10	2	1	3	4	2	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
6	oder A?	Weiﬂ  3	2	46	10	1	1	3	3	1	3	0	4	0	10	1	1	3	3	1	3	0	4	0	0	0	0
6	nein wieso	Weiﬂ  1	2	38	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
6	hab bisher immer agew‰hlt	Weiﬂ  3	2	29	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
6	und kann nichts anderes	Weiﬂ  3	2	23	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
6	...	Weiﬂ  1	2	22	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
6	falls der computer l¸gt	Weiﬂ  2	2	18	10	4	1	3	9	4	3	0	4	0	5	4	1	3	9	4	3	0	4	0	0	0	0
6	...	Weiﬂ  1	2	11	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
6	B	Weiﬂ  1	2	9	10	2	1	3	4	1	3	0	4	0	10	2	1	3	4	1	3	0	4	0	0	0	0
6	Y	Weiﬂ  2	3	60	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
6	y	Weiﬂ  1	3	59	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
6	Weiﬂ 3?	Weiﬂ  2	3	51	10	4	4	3	9	4	3	0	4	0	10	4	4	3	9	4	3	0	4	0	0	0	0
6	weiﬂ 3?	Weiﬂ  1	3	49	10	4	4	3	9	4	3	0	4	0	10	4	4	3	9	4	3	0	4	0	0	0	0
6	y 	Weiﬂ  3	3	46	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
6	Dann b	Weiﬂ  2	3	40	10	2	1	3	4	2	3	0	4	0	10	2	1	3	4	1	3	0	4	0	0	0	0
6	a oder b ?	Weiﬂ  3	3	38	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
6	ok	Weiﬂ  3	3	35	10	2	1	3	4	2	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
6	sehr gut :) Dann versuchen wir sie zu b zu ¸berreden !	Weiﬂ  1	3	32	10	2	1	3	4	2	3	0	3	0	10	2	1	3	4	1	3	0	3	0	0	0	0
6	:)	Weiﬂ  2	3	22	10	2	1	3	4	2	3	0	3	0	10	4	1	3	9	4	3	0	4	0	0	0	0
6	x	Weiﬂ  2	4	58	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
6	X	Weiﬂ  1	4	56	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
6	habe y	Weiﬂ  3	4	47	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
6	a	Weiﬂ  3	4	32	10	1	1	3	3	1	3	0	4	0	10	1	1	3	3	1	3	0	4	0	0	0	0
6	a	Weiﬂ  2	4	32	10	1	1	3	3	1	3	0	4	0	10	1	1	3	3	1	3	0	4	0	0	0	0
7	x	Weiﬂ  2	1	59	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
7	Mir wurdre Y genaNNT	Weiﬂ  3	1	57	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
7	mir wurde y angezeigt	Weiﬂ  1	1	56	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
7	Also Y und b?	Weiﬂ  3	1	44	10	2	1	3	4	2	3	0	4	0	10	2	1	3	8	2	3	0	4	0	0	0	0
