Period	chat	PlayerName	GroupPlay	TimeInfoPayoffStructureChatMessage	Dimension1_C	Dimension2_C	Dimension3_C	Dimension4_C	Dimension5_C	Dimension6_C	Dimension7_C	Dimension8_C	Dimension9_C	Dimension10_C	Dimension1_H	Dimension2_H	Dimension3_H	Dimension4_H	Dimension5_H	Dimension6_H	Dimension7_H	Dimension8_H	Dimension9_H	Dimension10_H	lie_c	lie_h	lie	rep_maj_sig_Y
3	Wir nehmen a 	Weiﬂ  3	2	44	10	1	1	3	3	1	3	0	4	0	10	1	1	3	3	1	3	0	4	0	0	0	0	.
3	oder weiﬂ 1?	Weiﬂ  2	2	36	10	4	4	3	9	4	3	0	4	0	10	4	4	3	9	4	3	0	4	0	0	0	0	.
3	ich nehme auch A	Weiﬂ  2	2	29	10	1	1	3	3	1	3	0	4	0	10	1	1	3	3	1	3	0	4	0	0	0	0	.
3	ich w¸rde b nehmen.	Weiﬂ  1	2	11	3	2	1	3	4	1	2	0	3	0	10	2	1	3	4	1	3	0	4	0	0	0	0	.
3	sonst haben die blauen nix.	Weiﬂ  1	2	2	3	2	1	3	4	1	2	0	3	0	10	4	1	3	9	4	1	0	3	0	0	0	0	.
3	wir hatten 2X, 1Y	Weiﬂ  1	3	37	2	4	1	3	9	4	3	0	4	0	2	4	1	3	9	4	3	0	4	0	1	1	1	0
3	am wahrscheinlichsten ist Situation X	Weiﬂ  1	3	25	2	4	1	3	9	4	3	0	4	0	2	4	1	3	9	4	3	0	4	0	1	1	1	0
3	A am besten	Weiﬂ  1	3	1	10	1	1	3	3	1	3	0	4	0	10	1	1	3	3	1	3	0	4	0	0	0	0	.
3	hey, wir haben alle 3 Y 	Weiﬂ  1	4	51	1	2	1	3	4	2	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0	1
3	es ist y also w¸rden wir B w‰hlen	Weiﬂ  3	4	40	10	2	1	3	4	2	3	0	4	0	1	2	1	3	8	2	3	0	4	0	0	0	0	1
3	und werden sicherlich B abstimmen 	Weiﬂ  1	4	35	10	2	1	3	4	2	3	0	4	0	10	2	1	3	4	1	3	0	4	0	0	0	0	.
4	zweimal x, einmal y	Weiﬂ  1	1	53	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0	0
4	2 von 3 haben X	Weiﬂ  2	1	53	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0	0
4	also x sehr wahrscheinlich	Weiﬂ  1	1	46	1	4	1	3	9	4	3	0	4	0	8	4	1	3	9	4	3	0	4	0	0	0	0	.
4	alternative a	Weiﬂ  1	1	43	10	1	1	3	3	1	3	0	4	0	10	1	1	3	3	1	3	0	4	0	0	0	0	.
4	ja, er hat Recht 	Weiﬂ  2	1	25	10	1	1	3	3	1	3	0	4	0	10	4	1	1	9	4	3	0	4	0	0	0	0	.
4	Richtig	Weiﬂ  3	1	17	10	1	1	3	3	1	3	0	4	0	10	4	1	1	9	4	3	0	4	0	0	0	0	.
4	dann hhaben wir 20 P	Weiﬂ  2	1	9	3	4	1	3	9	4	2	0	3	0	8	4	1	3	9	4	2	0	4	0	0	0	0	.
4	wir haben zweimal x und einmal y.	Weiﬂ  2	2	55	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0	0
4	nehmen also A	Weiﬂ  2	2	49	10	1	1	3	3	1	3	0	4	0	10	1	1	3	3	1	3	0	4	0	0	0	0	.
4	also sry letztesmal vergessen zu sagen welcje alternative vorliegt 	Weiﬂ  3	2	49	10	4	1	3	9	4	3	0	4	0	8	4	1	3	9	4	3	0	4	0	0	0	0	.
4		Weiﬂ  3	2	49				3				1										1			0	0	0	.
4	wir entscheiden uns f¸r x	Weiﬂ  3	2	44	10	1	1	3	3	1	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0	0
4	und a	Weiﬂ  3	2	43	10	1	1	3	3	1	3	0	4	0	10	1	1	3	3	1	3	0	4	0	0	0	0	.
4	jo	Weiﬂ  3	2	39	10	1	1	3	3	1	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0	.
4	jop	Weiﬂ  1	2	33	10	1	1	3	3	1	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0	.
4	enn ihr einverstanden seid tippt nichts :D	Weiﬂ  3	2	9	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0	.
4	haha	Weiﬂ  2	2	1	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0	.
4	A	Weiﬂ  2	3	55	10	1	1	3	3	1	3	0	4	0	10	1	1	3	3	1	3	0	4	0	0	0	0	.
4	haben 3 mal x also a	Weiﬂ  3	3	53	1	1	1	3	3	1	3	0	4	0	1	1	1	3	8	2	3	0	4	0	0	0	0	0
4	genau a	Weiﬂ  1	3	42	10	1	1	3	3	1	3	0	4	0	10	1	1	3	3	1	3	0	4	0	0	0	0	.
4	super!	Weiﬂ  2	3	42	10	1	1	3	3	1	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0	.
4	aber wiso hat eine von uns gar nichts?	Weiﬂ  2	3	18	10	4	1	3	9	4	3	0	4	0	10	4	2	3	9	4	3	0	4	0	0	0	0	.
5	nehmen wir a	Weiﬂ  3	1	51	10	1	1	3	3	1	3	0	4	0	10	1	1	3	3	1	3	0	4	0	0	0	0	.
5	also was nun?	Weiﬂ  1	1	50	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0	.
5	nein, b.	Weiﬂ  2	1	40	10	2	1	3	4	1	3	0	4	0	10	2	1	3	4	1	3	0	4	0	0	0	0	.
5	A passt mir	Weiﬂ  1	1	40	10	1	1	3	3	1	3	0	4	0	10	1	1	3	3	1	3	0	4	0	0	0	0	.
5	warum denn jetzt a?	Weiﬂ  2	1	32	3	4	1	3	9	4	1	0	3	0	10	4	1	3	9	4	3	0	4	0	0	0	0	.
5	Denkt mal auch an die blauen.	Weiﬂ  2	1	25	3	4	1	3	9	4	1	0	3	0	3	4	2	3	9	4	3	0	3	0	0	0	0	.
5	weil ich Y habe	Weiﬂ  1	1	21	10	2	1	3	4	2	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0	.
5	hmmm	Weiﬂ  1	1	11	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0	.
5	gut dann b	Weiﬂ  3	1	9	10	2	1	3	4	2	3	0	4	0	10	2	1	3	4	1	3	0	4	0	0	0	0	.
5	ja, haben 2 mal y	Weiﬂ  2	1	8	1	2	1	3	4	2	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0	1
5	f¸r die lauen	Weiﬂ  3	1	5	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	3	0	0	0	0	.
5		Weiﬂ  2	2	60				3				1										1			0	0	0	.
5	es lag 2 X, 1 Y vor	Weiﬂ  1	2	54	2	4	1	3	9	4	3	0	4	0	2	4	1	3	9	4	3	0	4	0	1	1	1	0
5	ich w‰hle A	Weiﬂ  1	2	45	10	1	1	3	3	1	3	0	4	0	10	1	1	3	3	1	3	0	4	0	0	0	0	.
5	ja	Weiﬂ  3	2	40	10	1	1	3	3	1	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0	.
5	vor der wahl ist die wahrscheinlichkeit, dass 2 die richtige und 1 die falsche info erh‰lt 45%, dass 1 die richtige und 2 die falsche erhalten 18%	Weiﬂ  1	2	12	2	4	1	3	9	4	3	0	4	0	8	4	1	3	9	4	3	0	4	0	1	0	0	.
5	stimmt nicht,, wir haben 3 mal Y, wir m¸ssen alle B w‰hlen , denn etweder bekommt ihr 10 Punkten, oder 0 	Weiﬂ  2	2	7	1	4	1	3	9	4	3	0	4	0	8	2	1	3	4	1	1	0	4	0	0	0	0	1
5	macht also B	Weiﬂ  2	2	3	10	2	1	3	4	1	3	0	4	0	10	2	1	3	4	1	3	0	4	0	0	0	0	.
5	wir haben zweimal y und enimal x	Weiﬂ  1	3	52	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0	1
5	also situation y ist wahrscheinlicher daher dachten wir kˆnnten alle von alternative B profitieren	Weiﬂ  2	3	43	10	2	1	3	4	2	3	0	4	0	1	2	1	3	8	2	3	0	4	0	0	0	0	1
5	genau	Weiﬂ  1	3	35	10	2	1	3	4	2	3	0	4	0	10	4	1	1	9	4	3	0	4	0	0	0	0	.
5	ja 	Weiﬂ  3	3	33	10	2	1	3	4	2	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0	.
5	also w¸rden wir B nehmen	Weiﬂ  3	3	20	10	2	1	3	4	2	3	0	4	0	10	2	1	3	4	1	3	0	4	0	0	0	0	.
5	haben zweimal x, einmal y	Weiﬂ  1	4	50	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0	0
5	Also X => Alt. A	Weiﬂ  3	4	38	10	1	1	3	3	1	3	0	4	0	10	1	1	3	8	2	3	0	4	0	0	0	0	0
5	also x am wahrscheinlichsten => a	Weiﬂ  1	4	36	10	1	1	3	3	1	3	0	4	0	10	1	1	3	8	2	3	0	4	0	0	0	0	0
6	Also ich habe X	Weiﬂ  3	1	50	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0	.
6	A	Weiﬂ  1	1	49	10	1	1	3	3	1	3	0	4	0	10	1	1	3	3	1	3	0	4	0	0	0	0	.
6	und w¸rde A nehmen 	Weiﬂ  3	1	41	10	1	1	3	3	1	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0	.
6	wir haben 2X, 1Y	Weiﬂ  2	1	41	1	4	1	3	9	4	3	0	4	0	10	1	1	3	3	1	3	0	4	0	0	0	0	0
6	ich w‰hle A	Weiﬂ  2	1	38	10	1	1	3	3	1	3	0	4	0	10	1	1	3	3	1	3	0	4	0	0	0	0	.
6	ich habe Y	Weiﬂ  1	1	34	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0	.
6	A	Weiﬂ  1	1	23	10	1	1	3	3	1	3	0	4	0	10	1	1	3	3	1	3	0	4	0	0	0	0	.
6	3 von uns w‰hlen A , 70%  2 von 3 	Weiﬂ  3	1	20	3	1	1	3	3	1	2	0	3	0	10	1	1	3	3	1	3	0	4	0	0	0	0	.
6	so haben wir dann alle 20 P 	Weiﬂ  3	1	13	3	1	1	3	3	1	2	0	3	0	3	4	1	3	9	4	2	0	4	0	0	0	0	.
6	A passt perfekt 	Weiﬂ  1	1	11	3	1	1	3	3	1	2	0	3	0	10	1	1	3	3	1	3	0	4	0	0	0	0	.
6	macht Sinn	Weiﬂ  3	1	11	3	1	1	3	3	1	2	0	3	0	10	4	1	1	9	4	3	0	4	0	0	0	0	.
6	Supi!	Weiﬂ  1	1	1	3	1	1	3	3	1	2	0	3	0	10	4	1	3	9	4	3	0	4	0	0	0	0	.
6	1 mal X, 2 mal Y	Weiﬂ  1	2	46	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0	1
6	wir hatten zweimal y und einmal x	Weiﬂ  2	2	44	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0	1
6	daher dachten wir B sei f¸r blau und weiﬂ eine win-win-situatin	Weiﬂ  2	2	33	1	2	1	3	4	2	3	0	4	0	3	2	1	3	4	1	3	0	3	0	0	0	0	.
6	*situation	Weiﬂ  2	2	29	1	2	1	3	4	2	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0	.
6	wir haben zweimal y und einmal x und nehmen alle B	Weiﬂ  1	4	52	1	2	1	3	4	2	3	0	4	0	1	2	1	3	8	2	3	0	4	0	0	0	0	1
6	haben 2 mal y also b	Weiﬂ  3	4	52	1	2	1	3	4	2	3	0	4	0	1	2	1	3	8	2	3	0	4	0	0	0	0	1
6	wir nehmen b	Weiﬂ  2	4	46	10	2	1	3	4	1	3	0	4	0	10	2	1	3	4	1	3	0	4	0	0	0	0	.
6	bei B profitieren wir alle	Weiﬂ  1	4	38	3	2	1	3	4	1	2	0	3	0	3	2	1	3	4	1	3	0	4	0	0	0	0	.
6	stimmt	Weiﬂ  2	4	31	10	4	1	3	9	4	3	0	4	0	10	4	1	1	9	4	3	0	4	0	0	0	0	.
6	richtig	Weiﬂ  3	4	24	10	4	1	3	9	4	3	0	4	0	10	4	1	1	9	4	3	0	4	0	0	0	0	.
6	total	Weiﬂ  2	4	17	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0	.
6	einverstanden	Weiﬂ  1	4	16	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0	.
6	sowas von	Weiﬂ  1	4	12	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0	.
6	dito	Weiﬂ  3	4	9	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0	.
6	auf jeden	Weiﬂ  2	4	9	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0	.
6	haha	Weiﬂ  1	4	4	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0	.
6	hih	Weiﬂ  2	4	1	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0	.
7	wir haben zweimal y und einmal x	Weiﬂ  1	1	54	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0	1
7	wir haben 2 Y 1 X	Weiﬂ  3	1	54	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0	1
7	wir nehmen B, ne?	Weiﬂ  1	1	41	10	2	1	3	4	1	3	0	4	0	10	2	1	3	4	1	3	0	4	0	0	0	0	.
7	klar	Weiﬂ  2	1	36	10	2	1	3	4	1	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0	.
7	gut!	Weiﬂ  1	1	31	10	2	1	3	4	1	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0	.
7	wir stimmen mit B, ha 	Weiﬂ  3	1	31	10	2	1	3	4	1	3	0	4	0	10	2	1	3	4	1	3	0	4	0	0	0	0	.
7	ja	Weiﬂ  3	1	29	10	2	1	3	4	1	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0	.
7	dann profitieren wir alle davon!	Weiﬂ  1	1	22	3	2	1	3	4	1	2	0	3	0	3	4	1	3	9	4	2	0	4	0	0	0	0	.
7	ich finde, dass sollte blau auch machen	Weiﬂ  2	1	18	3	2	1	3	4	1	2	0	3	0	10	4	3	3	9	4	3	0	3	0	0	0	0	.
7	jede Gruppe hat dann mindestens 10 Punkten 	Weiﬂ  3	1	4	3	2	1	3	4	1	2	0	3	0	8	4	1	3	9	4	1	0	4	0	0	0	0	.
7	w‰re fair	Weiﬂ  3	1	1	3	2	1	3	4	1	2	0	3	0	10	4	1	3	9	4	3	0	4	0	0	0	0	.
7	f¸r die ehrlichkeit	Weiﬂ  2	1	1	3	2	1	3	4	1	2	0	3	0	10	4	1	3	9	4	3	0	4	0	0	0	0	.
7	ich hab x	Weiﬂ  1	2	54	2	4	1	3	9	4	3	0	4	0	2	4	1	3	9	4	3	0	4	0	1	1	1	.
7	sowie eben	Weiﬂ  2	2	44	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0	.
7	w‰hlen also wieder b 	Weiﬂ  2	2	39	10	2	1	3	4	1	3	0	4	0	10	2	1	3	4	1	3	0	4	0	0	0	0	.
7	jede runde eine neue konstellation	Weiﬂ  1	2	34	8	4	1	3	9	4	3	0	4	0	8	4	1	3	9	4	3	0	4	0	0	0	0	.
7	h‰?? hatte gerade y 	Weiﬂ  2	2	22	8	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0	.
7	instruktionen 2 seite	Weiﬂ  1	2	12	8	4	1	3	9	4	3	0	4	0	8	4	1	3	9	4	3	0	4	0	0	0	0	.
7	und weiss 3 doch auch? 	Weiﬂ  2	2	11	8	4	1	3	9	4	3	0	4	0	10	4	4	3	9	4	3	0	4	0	0	0	0	1
7	unter rollenverteilung	Weiﬂ  1	2	8	8	4	1	3	9	4	3	0	4	0	8	4	1	3	9	4	3	0	4	0	0	0	0	.
7	?	Weiﬂ  2	2	2	8	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0	.
7	b	Weiﬂ  2	2	1	10	2	1	3	4	1	3	0	4	0	10	2	1	3	4	1	3	0	4	0	0	0	0	.
7	kontrollfrage 2..	Weiﬂ  3	2	1	8	4	1	3	9	4	3	0	4	0	8	4	1	3	9	4	3	0	4	0	0	0	0	.
7	A	Weiﬂ  2	4	57	10	1	1	3	3	1	3	0	4	0	10	1	1	3	3	1	3	0	4	0	0	0	0	.
7	hallo?	Weiﬂ  2	4	21	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0	.
7	A?	Weiﬂ  2	4	12	10	1	1	3	3	1	3	0	4	0	10	1	1	3	3	1	3	0	4	0	0	0	0	.
7	warum hallo?	Weiﬂ  3	4	9	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0	.
7	ja 	Weiﬂ  3	4	8	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0	.
8	haben zweimal x, einmal y	Weiﬂ  1	1	54	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0	0
8	wir haben zweimal x und einmal y und nehmen A	Weiﬂ  3	1	51	1	1	1	3	3	1	3	0	4	0	1	1	1	3	8	2	3	0	4	0	0	0	0	0
8	also x wahrscheinlicher -> alternative a	Weiﬂ  1	1	44	10	1	1	3	3	1	3	0	4	0	8	1	1	3	8	2	3	0	4	0	0	0	0	0
8	A	Weiﬂ  2	1	42	10	1	1	3	3	1	3	0	4	0	10	1	1	3	3	1	3	0	4	0	0	0	0	.
8	jo	Weiﬂ  1	1	41	10	1	1	3	3	1	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0	.
8	2 mal Y	Weiﬂ  2	2	55	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0	1
